Experiment_Round,Pair_ID,Distance,Agent_Number,Agent1_Amplitudes,Agent1_Frequencies,Agent1_ID,Agent1_Name,Agent1_Velocities,Agent1_left_brightness,Agent1_right_brightness,Agent2_Amplitudes,Agent2_Frequencies,Agent2_ID,Agent2_Name,Agent2_Velocities,Agent2_left_brightness,Agent2_right_brightness
1,1,10.0,1,113.07145784083568,22.39539981286289,Agent_1,Abigail,-14.781512320756931,0.0,78.230488,,,,,,,
1,1,10.0,2,,,,,,,,93.39565870723668,15.357197925059207,Agent_19,Fleur,17.974376558901604,94.73722844444444,0.0
1,1,15.0,1,106.15743374531924,30.59895213174593,Agent_1,Abigail,0.3504807730255723,2.0630146666666667,3.767537333333333,,,,,,,
1,1,15.0,2,,,,,,,,98.05125399252805,20.41880661050772,Agent_19,Fleur,1.7397811472451372,5.147939111111112,4.324233777777778
1,1,20.0,1,115.4368546668708,27.594830186968338,Agent_1,Abigail,-0.8224640460007867,3.345971111111111,3.342128888888889,,,,,,,
1,1,20.0,2,,,,,,,,103.15091095693124,19.59602476124016,Agent_19,Fleur,-0.1121623330488617,3.530416,4.388149777777778
1,2,0.25,1,90.0,26.368835550938982,Agent_2,Kai,-87.81275580005608,,,,,,,,,
1,2,0.25,2,,,,,,,,105.0755234679764,10.815009489323742,Agent_17,Luz,89.74084909595311,,
1,2,0.5,1,90.0,30.352681445608155,Agent_2,Kai,-89.57397741580327,,,,,,,,,
1,2,0.5,2,,,,,,,,105.87232201092404,12.464305976938576,Agent_17,Luz,86.05381051978091,,
1,2,1.0,1,91.24950214318848,26.883247255170883,Agent_2,Kai,-89.84966626672164,0.0,190.95076177777776,,,,,,,
1,2,1.0,2,,,,,,,,109.20430954822926,7.23968608821001,Agent_17,Luz,89.13174125457512,188.90334222222225,0.0
1,2,2.0,1,90.77539675384185,24.150633774497912,Agent_2,Kai,-91.51752714153004,0.0,190.62102933333333,,,,,,,
1,2,2.0,2,,,,,,,,104.61437704889148,14.211639825018032,Agent_17,Luz,88.86646781005368,188.77096977777776,0.0
1,2,3.0,1,104.46577626000608,28.879763571729683,Agent_2,Kai,-87.80357114409227,0.0,190.301512,,,,,,,
1,2,3.0,2,,,,,,,,99.90866974164146,12.12637599298526,Agent_17,Luz,86.25542798196906,187.80643377777776,0.0
1,2,4.0,1,100.52908850530252,23.762131121417795,Agent_2,Kai,-83.84452845371743,0.0,188.34067511111112,,,,,,,
1,2,4.0,2,,,,,,,,106.37625903864422,10.478215879448015,Agent_17,Luz,86.02350257884106,187.09161955555555,0.0
1,2,5.0,1,95.09420912619406,27.137493537331,Agent_2,Kai,-85.66203506025623,0.0,185.98050444444445,,,,,,,
1,2,5.0,2,,,,,,,,94.64962922978222,6.45560252358621,Agent_17,Luz,82.84778251579021,183.70331066666665,0.0
1,2,10.0,1,93.77600790219036,23.163477682324377,Agent_2,Kai,-0.6198683815643234,3.854555111111111,2.6047302222222224,,,,,,,
1,2,10.0,2,,,,,,,,105.38006571494566,17.36006257026052,Agent_17,Luz,5.279699993100222,5.423126666666667,26.544616444444443
1,2,15.0,1,101.74692978973891,44.17724505192845,Agent_2,Kai,-0.0858420560069464,3.302394222222222,3.228732888888889,,,,,,,
1,2,15.0,2,,,,,,,,96.23569732355,44.75159572829461,Agent_17,Luz,-0.8885764493060732,1.861852,2.973471555555556
1,2,20.0,1,102.51400871822558,38.16666911299531,Agent_2,Kai,0.8329764844256472,2.834185333333333,3.2661306666666667,,,,,,,
1,2,20.0,2,,,,,,,,94.80850198295944,37.34082936951452,Agent_17,Luz,-1.131548437739761,2.8974333333333333,3.1819226666666665
1,3,0.25,1,103.12146185089146,21.978919490546645,Agent_3,Jackson,-107.20416802863744,,,,,,,,,
1,3,0.25,2,,,,,,,,114.80398870997308,6.150719075585547,Agent_12,Olivia,45.19458129812013,,
1,3,0.5,1,102.86159253956733,19.5850677085607,Agent_3,Jackson,-110.1453355973434,,,,,,,,,
1,3,0.5,2,,,,,,,,104.27111785318252,11.93102015996867,Agent_12,Olivia,42.43132391882136,,
1,3,1.0,1,106.30991497003708,23.92096552596608,Agent_3,Jackson,-113.1546255597165,0.0368888888888888,203.1088,,,,,,,
1,3,1.0,2,,,,,,,,109.17273586706324,5.895586383163968,Agent_12,Olivia,45.448948205656905,147.38452,0.0
1,3,2.0,1,100.31609654238493,26.33092918468436,Agent_3,Jackson,-109.32365864408948,0.0368888888888888,203.1088,,,,,,,
1,3,2.0,2,,,,,,,,103.8350950022321,8.273469300940196,Agent_12,Olivia,46.69212040136805,147.37831955555555,8.444444444444444e-06
1,3,3.0,1,102.44298504590928,20.93887819150507,Agent_3,Jackson,-111.95620445653682,0.0368888888888888,203.1088,,,,,,,
1,3,3.0,2,,,,,,,,109.53398076516332,9.03003223447394,Agent_12,Olivia,42.952056380478446,147.135556,0.0
1,3,4.0,1,91.66791304506108,20.360076681723683,Agent_3,Jackson,-106.14751155596016,0.0368888888888888,203.1088,,,,,,,
1,3,4.0,2,,,,,,,,112.27864138062628,9.89643959141528,Agent_12,Olivia,43.2896841586556,146.7497271111111,0.0
1,3,5.0,1,103.1878045289122,24.316027164980312,Agent_3,Jackson,-102.16734437677412,0.036712,202.98157777777777,,,,,,,
1,3,5.0,2,,,,,,,,105.52374951457789,7.810356570965566,Agent_12,Olivia,46.063020267856345,147.1555351111111,0.0
1,3,10.0,1,104.3630311594623,17.84683145108874,Agent_3,Jackson,2.562088380328844,5.158602666666667,4.131240444444445,,,,,,,
1,3,10.0,2,,,,,,,,107.9513651651118,19.25813017310537,Agent_12,Olivia,-0.0263330122715154,3.026774222222222,2.676670222222222
1,3,15.0,1,92.06677290214743,24.15140875606297,Agent_3,Jackson,2.6629473308930662,5.473950222222222,3.5512195555555555,,,,,,,
1,3,15.0,2,,,,,,,,111.62765707370768,47.610282023004686,Agent_12,Olivia,-3.6286557659568817,2.7931115555555555,4.433644
1,3,20.0,1,96.03784314503496,21.63432851621696,Agent_3,Jackson,0.7122946787898857,4.876964888888889,3.4648346666666665,,,,,,,
1,3,20.0,2,,,,,,,,108.58972431282032,47.003009794127145,Agent_12,Olivia,3.1196116851767512,5.341989777777778,2.4418564444444444
1,4,0.25,1,115.50493314845752,10.996147570770642,Agent_4,Yannis,101.36805917264093,,,,,,,,,
1,4,0.25,2,,,,,,,,103.62706409338332,29.59549204387736,Agent_18,Anke,-100.99139298504402,,
1,4,0.5,1,109.69718550184884,14.99916865639628,Agent_4,Yannis,100.29246329010934,,,,,,,,,
1,4,0.5,2,,,,,,,,106.834264034125,27.020855549032145,Agent_18,Anke,-100.14584182417082,,
1,4,1.0,1,107.9270977324708,10.110382439014383,Agent_4,Yannis,98.52956787750968,209.3560688888889,0.0,,,,,,,
1,4,1.0,2,,,,,,,,99.2043671279741,28.251158057729924,Agent_18,Anke,-98.37475689804334,0.0,202.3149533333333
1,4,2.0,1,98.91602093186182,14.849791234001689,Agent_4,Yannis,99.82455131796809,209.31717066666667,0.0,,,,,,,
1,4,2.0,2,,,,,,,,99.20577730986228,28.83202441740795,Agent_18,Anke,-97.09999658930585,0.0,202.4394888888889
1,4,3.0,1,111.50146347053918,12.52742996970126,Agent_4,Yannis,97.44015160786785,209.06990222222225,0.0,,,,,,,
1,4,3.0,2,,,,,,,,104.091256744028,33.30736020271355,Agent_18,Anke,-98.09345558520376,0.0,202.20844044444445
1,4,4.0,1,111.7429434111176,14.897640327412342,Agent_4,Yannis,92.52180062648996,208.3273257777778,0.0,,,,,,,
1,4,4.0,2,,,,,,,,105.48731876581562,31.299447235919217,Agent_18,Anke,-99.98003244134644,0.0,202.396684
1,4,5.0,1,109.94954575431258,11.18197649518091,Agent_4,Yannis,88.12975173521038,206.9283848888889,0.0,,,,,,,
1,4,5.0,2,,,,,,,,114.78860143029708,27.40694903586221,Agent_18,Anke,-93.04879780219858,0.0,200.696144
1,4,10.0,1,107.61956426905036,14.28126693351161,Agent_4,Yannis,-17.716297218248762,0.0,86.72066444444444,,,,,,,
1,4,10.0,2,,,,,,,,106.90798038923764,17.874252728356264,Agent_18,Anke,17.694047597341285,79.78763733333334,0.0
1,4,15.0,1,110.70484434069722,32.22355483230533,Agent_4,Yannis,0.2369666678996987,5.148157777777778,2.977856,,,,,,,
1,4,15.0,2,,,,,,,,105.8751167240374,7.950406175562479,Agent_18,Anke,3.751824551815989,4.913888444444445,4.671982222222222
1,4,20.0,1,104.66747259079008,36.03732527615671,Agent_4,Yannis,-1.3125788767206223,5.521676,3.896628,,,,,,,
1,4,20.0,2,,,,,,,,104.5130345347936,12.482877290416468,Agent_18,Anke,-2.6628543298777005,3.179225333333333,4.588397777777778
1,5,0.25,1,120.0,27.217742253611128,Agent_5,Lotte,-85.4204896436633,,,,,,,,,
1,5,0.25,2,,,,,,,,112.81619212581884,11.11243386513166,Agent_13,Aiden,96.9811997334156,,
1,5,0.5,1,108.7216811446664,29.554920368458568,Agent_5,Lotte,-87.96979962380266,,,,,,,,,
1,5,0.5,2,,,,,,,,102.91227042489142,12.449087028845836,Agent_13,Aiden,97.16775502833616,,
1,5,1.0,1,120.0,30.93982980474529,Agent_5,Lotte,-87.54336571717204,0.0,179.2713831111111,,,,,,,
1,5,1.0,2,,,,,,,,111.06422597981528,10.889774754430594,Agent_13,Aiden,96.10913991940384,192.32492577777776,0.0
1,5,2.0,1,120.0,28.45683683631633,Agent_5,Lotte,-90.23689482528124,0.0,178.902988,,,,,,,
1,5,2.0,2,,,,,,,,113.19466159642712,8.409419098548295,Agent_13,Aiden,98.1854250007506,192.1906853333333,0.0
1,5,3.0,1,118.70106006343669,29.38530495348489,Agent_5,Lotte,-90.05304309600838,0.0,179.19649644444445,,,,,,,
1,5,3.0,2,,,,,,,,111.30188404673284,12.061969263913674,Agent_13,Aiden,99.24918048227116,192.24411066666667,0.0
1,5,4.0,1,120.0,28.01538027697552,Agent_5,Lotte,-90.3214357011413,0.0,179.51065333333332,,,,,,,
1,5,4.0,2,,,,,,,,117.04146630656356,9.986479733558596,Agent_13,Aiden,96.04937492325716,192.13194444444449,0.0
1,5,5.0,1,120.0,28.356550731040528,Agent_5,Lotte,-87.41065880210054,0.0,179.41276888888888,,,,,,,
1,5,5.0,2,,,,,,,,117.15343749245956,8.263503769374744,Agent_13,Aiden,93.01131960422885,189.878668,0.0
1,5,10.0,1,116.65869830681116,21.1238991175325,Agent_5,Lotte,-18.252613980225387,0.0,76.31917422222222,,,,,,,
1,5,10.0,2,,,,,,,,112.06870686076546,16.077081205465532,Agent_13,Aiden,17.93779712958874,77.97623288888889,0.0
1,5,15.0,1,120.0,36.58269292808954,Agent_5,Lotte,1.4899470684401537,3.453409777777778,2.498468888888889,,,,,,,
1,5,15.0,2,,,,,,,,118.09881154862263,2.383360942906416,Agent_13,Aiden,-1.4541627193557027,3.2569186666666665,3.547431111111111
1,5,20.0,1,120.0,35.50835413107833,Agent_5,Lotte,-2.549269747499856,2.5055853333333333,4.0571893333333335,,,,,,,
1,5,20.0,2,,,,,,,,117.18866509685049,3.2882184994219403,Agent_13,Aiden,-0.7339828132639579,3.0079164444444446,2.794143111111111
1,6,0.25,1,120.0,35.83237250620452,Agent_6,Ethan,-97.56350208286236,,,,,,,,,
1,6,0.25,2,,,,,,,,112.98190297864954,5.955858300302148,Agent_15,Harper,107.6468466982828,,
1,6,0.5,1,112.6956709634844,35.21587760093955,Agent_6,Ethan,-94.75730182587677,,,,,,,,,
1,6,0.5,2,,,,,,,,120.0,5.103737041308261,Agent_15,Harper,105.40312300802772,,
1,6,1.0,1,118.81598590795184,33.759953624050944,Agent_6,Ethan,-100.05022934902703,0.0197795555555555,189.43272844444445,,,,,,,
1,6,1.0,2,,,,,,,,120.0,4.185653874916763,Agent_15,Harper,108.38383872872431,218.7515008888889,0.0
1,6,2.0,1,119.67706087843447,35.383500813479834,Agent_6,Ethan,-100.45031036398676,0.0200115555555555,189.42428444444445,,,,,,,
1,6,2.0,2,,,,,,,,115.6637216630281,6.576350223066083,Agent_15,Harper,108.91745820008352,218.75114577777777,0.0
1,6,3.0,1,120.0,40.56655328503904,Agent_6,Ethan,-96.58612717137142,0.0188466666666666,188.5424808888889,,,,,,,
1,6,3.0,2,,,,,,,,120.0,7.340269404098558,Agent_15,Harper,105.54908780397687,218.74519511111112,0.0
1,6,4.0,1,120.0,32.81138722981251,Agent_6,Ethan,-96.56806888004428,0.0190751111111111,187.78808266666667,,,,,,,
1,6,4.0,2,,,,,,,,119.50094473283144,2.731760740997076,Agent_15,Harper,101.84833235848664,218.6258511111111,0.0
1,6,5.0,1,120.0,34.58712687419254,Agent_6,Ethan,-86.6244147223425,0.018012,185.0799568888889,,,,,,,
1,6,5.0,2,,,,,,,,112.75586276069632,31.385532731359177,Agent_15,Harper,-98.45636438204332,0.0,206.0963062222222
1,6,10.0,1,120.0,21.795146079403587,Agent_6,Ethan,-0.2000382486598282,1.6228995555555557,13.644444444444444,,,,,,,
1,6,10.0,2,,,,,,,,120.0,21.170351172814133,Agent_15,Harper,0.7139249167427552,3.853359555555556,4.301714222222222
1,6,15.0,1,116.35748475415762,35.0880210976917,Agent_6,Ethan,-0.0490298369372797,2.0940266666666667,2.6321297777777777,,,,,,,
1,6,15.0,2,,,,,,,,116.47388414365156,33.94288242438984,Agent_15,Harper,1.5588597818081271,5.176341333333333,4.715650666666667
1,6,20.0,1,119.847473212626,36.62420339464389,Agent_6,Ethan,0.8807593518358244,2.470692,2.31972,,,,,,,
1,6,20.0,2,,,,,,,,120.0,29.94239946968239,Agent_15,Harper,3.173262014526556,6.004588,5.391237333333334
1,7,0.25,1,108.49865103150664,8.302819257517909,Agent_7,Rangi,88.51339213121092,,,,,,,,,
1,7,0.25,2,,,,,,,,90.64085300766062,33.614826010172585,Agent_20,Mason,-114.5838286297457,,
1,7,0.5,1,103.9278772619184,7.64557820239823,Agent_7,Rangi,85.38206721360979,,,,,,,,,
1,7,0.5,2,,,,,,,,90.95873974085198,29.07989933881036,Agent_20,Mason,-115.24621873167568,,
1,7,1.0,1,100.65903149076595,7.923792460360485,Agent_7,Rangi,85.73340841031687,117.69775688888888,0.0,,,,,,,
1,7,1.0,2,,,,,,,,90.0,30.326404975829007,Agent_20,Mason,-112.21134756606556,0.0,209.12332977777777
1,7,2.0,1,106.4530726940892,6.977459966593079,Agent_7,Rangi,86.85977295575854,117.896152,0.0,,,,,,,
1,7,2.0,2,,,,,,,,105.63625050929554,28.746402845736867,Agent_20,Mason,-118.298343053901,0.0,209.12332977777777
1,7,3.0,1,109.32949522175568,5.880439028285244,Agent_7,Rangi,88.31392312510748,118.37238177777778,0.0,,,,,,,
1,7,3.0,2,,,,,,,,94.95157804041784,29.789499227613103,Agent_20,Mason,-114.24597489671906,0.0,209.12332977777777
1,7,4.0,1,113.73083128702206,8.696216861562789,Agent_7,Rangi,84.72824560925044,117.81429377777778,0.0,,,,,,,
1,7,4.0,2,,,,,,,,91.22390873676612,28.724736842828843,Agent_20,Mason,-111.84105226277472,0.0,209.12332977777777
1,7,5.0,1,101.0061901570933,3.925091871472961,Agent_7,Rangi,86.85528601961286,117.291132,0.0,,,,,,,
1,7,5.0,2,,,,,,,,90.59357971682547,28.407735605581017,Agent_20,Mason,-103.55346992639988,0.0,209.12332977777777
1,7,10.0,1,98.56622369474088,17.275729350498597,Agent_7,Rangi,12.70191246772266,26.71889955555556,0.0,,,,,,,
1,7,10.0,2,,,,,,,,92.98959760952144,23.312093400759974,Agent_20,Mason,-18.24535396036313,0.0,108.71967244444444
1,7,15.0,1,112.44477727940216,11.93893513946195,Agent_7,Rangi,1.6601389351196705,0.5088551111111111,0.431548,,,,,,,
1,7,15.0,2,,,,,,,,90.0,23.216645413028782,Agent_20,Mason,0.4046534612090225,3.412216888888889,4.298477777777777
1,7,20.0,1,100.71142586847112,9.863452712048884,Agent_7,Rangi,0.0276808584100287,0.4205857777777778,0.2161324444444444,,,,,,,
1,7,20.0,2,,,,,,,,93.9211765936234,21.13556156265468,Agent_20,Mason,-0.6796932403058068,3.799079555555556,5.014895555555555
1,8,0.25,1,110.91443900214358,27.099839011612065,Agent_8,Klaus,-64.202866930601,,,,,,,,,
1,8,0.25,2,,,,,,,,120.0,3.463346754691315,Agent_11,Miguel,97.76964092960586,,
1,8,0.5,1,111.86363413984157,33.03036095128208,Agent_8,Klaus,-62.64416898398064,,,,,,,,,
1,8,0.5,2,,,,,,,,116.90742622488746,1.475798013986183,Agent_11,Miguel,97.41752894227253,,
1,8,1.0,1,106.33555792469618,30.758200882024383,Agent_8,Klaus,-65.8083287119713,0.0,139.2742257777778,,,,,,,
1,8,1.0,2,,,,,,,,120.0,0.7972975850133972,Agent_11,Miguel,97.11495281311592,205.2032653333333,0.0
1,8,2.0,1,103.99655131275772,29.25910650240344,Agent_8,Klaus,-62.63059508825256,0.0,138.67744488888889,,,,,,,
1,8,2.0,2,,,,,,,,115.9111543593036,7.912367099016823,Agent_11,Miguel,101.33330067698203,205.09366133333333,0.0
1,8,3.0,1,113.1087500622206,27.940216807502,Agent_8,Klaus,-64.93868983426653,0.0,139.3456671111111,,,,,,,
1,8,3.0,2,,,,,,,,118.29592344269706,3.0198232577370767,Agent_11,Miguel,93.513678463824,204.47819511111112,0.0
1,8,4.0,1,111.4497758824,27.291141745399724,Agent_8,Klaus,-64.85882484681126,0.0,139.04056044444445,,,,,,,
1,8,4.0,2,,,,,,,,119.987091290118,3.9045146867071954,Agent_11,Miguel,93.16343414585512,203.829588,0.0
1,8,5.0,1,111.86709287465337,26.986071870839364,Agent_8,Klaus,-61.19428954937973,0.0,138.05135511111112,,,,,,,
1,8,5.0,2,,,,,,,,120.0,0.7418620243152039,Agent_11,Miguel,88.776551497298,201.75662177777772,0.0
1,8,10.0,1,109.44112882453987,19.76606867521902,Agent_8,Klaus,-20.07215914925504,0.0,56.15062977777778,,,,,,,
1,8,10.0,2,,,,,,,,118.36286697667612,15.382261521153984,Agent_11,Miguel,15.281675431611756,92.59426933333332,0.0
1,8,15.0,1,113.4675727595162,19.371810712423294,Agent_8,Klaus,3.0303027285478024,3.254851111111111,1.7450297777777777,,,,,,,
1,8,15.0,2,,,,,,,,120.0,4.04555026612673,Agent_11,Miguel,-0.6066747328778286,4.153593777777778,5.8970373333333335
1,8,20.0,1,109.11083313203986,19.496676122255906,Agent_8,Klaus,0.3828858071606201,3.152307111111111,1.346453777777778,,,,,,,
1,8,20.0,2,,,,,,,,120.0,7.5954058905416,Agent_11,Miguel,0.6627295073353844,5.192937333333333,4.8139608888888885
1,9,0.25,1,106.63781828921148,9.634059868362664,Agent_9,Mae,61.04895830885421,,,,,,,,,
1,9,0.25,2,,,,,,,,93.05497639215008,28.99436134062903,Agent_14,James,-95.77082250024478,,
1,9,0.5,1,114.2840823762145,11.237359232688648,Agent_9,Mae,63.83741233792047,,,,,,,,,
1,9,0.5,2,,,,,,,,91.85621561288424,30.10497098692619,Agent_14,James,-95.5365562242869,,
1,9,1.0,1,111.50973474186615,11.575815388142145,Agent_9,Mae,62.55282192039726,193.97784044444444,0.0001226666666666,,,,,,,
1,9,1.0,2,,,,,,,,90.0,31.619342386635346,Agent_14,James,-89.18076792870458,0.0,196.65126533333333
1,9,2.0,1,109.84972006243513,10.612137514113025,Agent_9,Mae,67.02835077748631,194.5488853333333,0.0002102222222222,,,,,,,
1,9,2.0,2,,,,,,,,92.4159427217389,29.912451675773163,Agent_14,James,-94.53064495380303,0.0,196.8604728888889
1,9,3.0,1,108.82679264937806,8.436280831428162,Agent_9,Mae,64.62855414495421,194.26680488888888,3.822222222222222e-05,,,,,,,
1,9,3.0,2,,,,,,,,93.26274862240442,32.35130663201022,Agent_14,James,-95.4239584338118,0.0,196.31771022222225
1,9,4.0,1,111.49883896255542,9.638243203174811,Agent_9,Mae,66.47700186177815,193.93604666666667,0.0002035555555555,,,,,,,
1,9,4.0,2,,,,,,,,90.64713663631856,30.820043966557705,Agent_14,James,-87.38224016539748,0.0,195.32226577777777
1,9,5.0,1,113.44613125010628,9.899865641358328,Agent_9,Mae,64.31359624916236,194.5118355555556,0.00014,,,,,,,
1,9,5.0,2,,,,,,,,95.52146005973692,29.402003208987963,Agent_14,James,-87.1800781770165,0.0,194.05027155555555
1,9,10.0,1,113.06841586826928,17.889622887140597,Agent_9,Mae,-17.430305184193006,25.49010577777777,81.49979866666666,,,,,,,
1,9,10.0,2,,,,,,,,95.77441966625148,16.115481371343794,Agent_14,James,15.953098171826024,55.61809422222223,28.36591111111111
1,9,15.0,1,116.82254357388118,38.12182703328308,Agent_9,Mae,-2.07800865456596,4.323499555555555,6.316968444444444,,,,,,,
1,9,15.0,2,,,,,,,,90.33823486855448,4.174007605957611,Agent_14,James,2.2172064964437994,5.719275111111111,3.559070222222222
1,9,20.0,1,106.15986235200968,42.34137582109302,Agent_9,Mae,-0.7016031838653773,5.106302666666667,4.902000888888889,,,,,,,
1,9,20.0,2,,,,,,,,98.083797204083,7.2930925072892,Agent_14,James,-0.34883716105564,3.525687555555556,4.069199111111111
1,10,0.25,1,94.72607111037765,27.47081041316043,Agent_10,Sophia,-64.14284869178069,,,,,,,,,
1,10,0.25,2,,,,,,,,90.28121323126211,6.352214547644305,Agent_16,Fritz,79.44085614615,,
1,10,0.5,1,101.92346779362316,29.38846882152538,Agent_10,Sophia,-67.52784945101614,,,,,,,,,
1,10,0.5,2,,,,,,,,102.44385555126637,10.863696878679049,Agent_16,Fritz,78.57327207704972,,
1,10,1.0,1,101.63188706443071,31.058249102710977,Agent_10,Sophia,-67.93456525738829,0.1619097777777778,156.70848311111112,,,,,,,
1,10,1.0,2,,,,,,,,90.0,7.881243828773671,Agent_16,Fritz,76.66274763453623,168.27401244444445,0.0
1,10,2.0,1,93.85650729245344,30.06284355231898,Agent_10,Sophia,-69.22731718500754,0.1436462222222222,156.5199528888889,,,,,,,
1,10,2.0,2,,,,,,,,103.10646247466872,8.003426855079214,Agent_16,Fritz,75.05499028439166,168.36424177777778,0.0
1,10,3.0,1,93.9003248062859,28.818173168122428,Agent_10,Sophia,-66.79083583829697,0.1483093333333333,156.3352768888889,,,,,,,
1,10,3.0,2,,,,,,,,95.05166369105454,6.944972738229866,Agent_16,Fritz,76.28913786481296,168.61836622222222,0.0
1,10,4.0,1,93.58698549335178,30.725612104221128,Agent_10,Sophia,-70.30846397396496,0.1500284444444444,156.8352568888889,,,,,,,
1,10,4.0,2,,,,,,,,101.0344447833144,7.440501604494455,Agent_16,Fritz,79.81947197499129,168.1325048888889,0.0
1,10,5.0,1,100.87945172519882,31.305597389846017,Agent_10,Sophia,-66.68120408518112,0.1417942222222222,156.080336,,,,,,,
1,10,5.0,2,,,,,,,,100.5761925782811,7.761102392868437,Agent_16,Fritz,77.71721263467043,168.2727808888889,0.0
1,10,10.0,1,102.74160416512066,25.980324061108043,Agent_10,Sophia,-21.219291876429264,0.0399831111111111,67.59645288888889,,,,,,,
1,10,10.0,2,,,,,,,,90.0,13.015247567377983,Agent_16,Fritz,19.8553409201278,67.45529244444444,0.0
1,10,15.0,1,105.025278274639,42.80071729327241,Agent_10,Sophia,1.3489780802300806,3.515224888888889,1.876756,,,,,,,
1,10,15.0,2,,,,,,,,90.29809677768392,14.41931623137435,Agent_16,Fritz,-0.8446943150071499,3.016604888888889,1.943167555555556
1,10,20.0,1,107.04337023673116,42.370920545173576,Agent_10,Sophia,-0.1579847070454965,2.590476,2.3524933333333333,,,,,,,
1,10,20.0,2,,,,,,,,97.39830242343528,10.553295009498688,Agent_16,Fritz,-2.317912555507512,1.930775555555556,3.4608062222222222
2,1,0.25,1,112.99117286521668,21.13449577307492,Agent_11,Miguel,-99.64111887086284,,,,,,,,,
2,1,0.25,2,,,,,,,,118.07584778024852,6.1871854278719285,Agent_15,Harper,104.78827247638034,,
2,1,0.5,1,119.44299517711003,23.75050672190217,Agent_11,Miguel,-97.79627399407292,,,,,,,,,
2,1,0.5,2,,,,,,,,117.31884518166947,5.277341765088525,Agent_15,Harper,107.84616948037934,,
2,1,1.0,1,120.0,25.3331689888232,Agent_11,Miguel,-97.959382297463,0.0,214.924944,,,,,,,
2,1,1.0,2,,,,,,,,118.58174080382432,3.429078586800564,Agent_15,Harper,107.24687796414828,218.7500191111111,0.0
2,1,2.0,1,120.0,23.104141013007364,Agent_11,Miguel,-98.2896753091138,0.0,214.781464,,,,,,,
2,1,2.0,2,,,,,,,,120.0,2.339065175832707,Agent_15,Harper,102.56809459765078,218.7515008888889,0.0
2,1,3.0,1,107.9830979495412,23.66679406304932,Agent_11,Miguel,-91.82525003666856,0.0,214.36079777777772,,,,,,,
2,1,3.0,2,,,,,,,,120.0,4.236526232602114,Agent_15,Harper,104.17063843585984,218.7503262222222,0.0
2,1,4.0,1,120.0,23.8345258975752,Agent_11,Miguel,-94.13829990522264,0.0,213.81098088888888,,,,,,,
2,1,4.0,2,,,,,,,,109.6053549272242,3.90332227169431,Agent_15,Harper,101.47464045747137,218.6469208888889,0.0
2,1,5.0,1,120.0,29.36655882585839,Agent_11,Miguel,-91.67052329124016,0.0,212.2178075555556,,,,,,,
2,1,5.0,2,,,,,,,,118.61360251891394,6.761445154172584,Agent_15,Harper,97.10093463111627,217.05895777777772,0.0
2,1,10.0,1,118.23534463082316,13.437369243364092,Agent_11,Miguel,14.9043121457444,93.35831733333332,0.0,,,,,,,
2,1,10.0,2,,,,,,,,114.75379108126532,18.803267034570887,Agent_15,Harper,17.23056875683279,94.72409777777776,0.0
2,1,15.0,1,120.0,5.212246577886409,Agent_11,Miguel,-0.4703042288350922,4.413884888888889,4.942678666666667,,,,,,,
2,1,15.0,2,,,,,,,,117.6298865466253,2.179778720586712,Agent_15,Harper,0.176898066452294,4.632908444444444,4.103224
